ID,time_stamp,hashrate,Temp,powerplan,fanspeed,hw_error_ratio
1,2024-09-23,722.8695,74.05,0,1170,0
2,2024-09-24,709.92961971831,79.7697183098591,0,1145.07042253521,0
3,2024-09-25,709.216632478633,79.6307692307692,0,1225.89743589744,0
4,2024-09-26,712.180444915254,79.764406779661,0,1275,0
5,2024-09-27,713.169565957447,80.0412765957447,0,1316.68085106383,0
6,2024-09-28,714.214523404255,80.0617021276596,0,1292.17021276596,0
7,2024-09-29,712.007846808511,79.8229787234043,0,1251.06382978723,0
8,2024-09-30,711.916934579439,76.6196261682243,0,1191.02803738318,0
9,2024-10-01,711.232506382979,74.4723404255319,0,1144.08510638298,0
10,2024-10-02,710.31891416309,74.61330472103,0,1144.12017167382,0
11,2024-10-03,708.799388489209,75.2834532374101,0,1176.69064748201,0
12,2024-10-04,nan,nan,nan,nan,nan
13,2024-10-07,nan,nan,nan,nan,nan
14,2024-10-08,nan,nan,nan,nan,nan
15,2024-10-09,nan,nan,nan,nan,nan
16,2024-10-10,nan,nan,nan,nan,nan
17,2024-10-11,712.4690738255033,79.95637583892619,0.0,1716.6442953020135,0.0
18,2024-10-12,712.3719788135594,79.86949152542371,0.0,1704.406779661017,0.0
19,2024-10-13,712.9773514644352,80.26569037656904,0.0,1699.581589958159,0.0
20,2024-10-14,709.6391008403361,79.80294117647058,0.0,1716.8067226890757,0.0
21,2024-10-15,710.653550420168,80.10840336134456,0.0,1719.327731092437,0.0
22,2024-10-16,711.4214852320674,80.2181434599156,0.0,1706.0759493670887,0.0
23,2024-10-17,711.0869535864979,79.90886075949368,0.0,1696.2025316455697,0.0
24,2024-10-18,712.4956329113924,79.95949367088605,0.0,1735.1898734177216,0.0
25,2024-10-19,711.2954092827003,79.96160337552743,0.0,1740.253164556962,0.0
26,2024-10-20,711.8742616033753,79.90886075949368,0.0,1731.139240506329,0.0
27,2024-10-21,711.1676033755275,80.13544303797468,0.0,1708.860759493671,0.0
28,2024-10-22,710.9249327731092,80.2747899159664,0.0,1721.8487394957983,0.0
29,2024-10-23,710.595610878661,79.84267782426777,0.0,1740.0,0.0
30,2024-10-24,712.1066176470588,80.22605042016805,0.0,1697.6470588235295,0.0
31,2024-10-25,712.0924117647061,80.22899159663865,0.0,1712.5210084033613,0.0
32,2024-10-26,711.0421344537815,79.83991596638653,0.0,1722.857142857143,0.0
33,2024-10-27,712.7557096774193,79.99798387096774,0.0,1715.5645161290322,0.0
34,2024-10-28,708.8088846153847,80.65769230769229,0.0,1681.1538461538462,0.0
35,2024-10-29,nan,nan,nan,nan,nan
36,2024-10-30,nan,nan,nan,nan,nan
37,2024-10-31,nan,nan,nan,nan,nan
38,2024-11-01,nan,nan,nan,nan,nan
39,2024-11-02,nan,nan,nan,nan,nan
40,2024-11-03,nan,nan,nan,nan,nan
41,2024-11-04,nan,nan,nan,nan,nan
42,2024-11-05,nan,nan,nan,nan,nan
43,2024-11-06,nan,nan,nan,nan,nan
44,2024-11-07,710.2523267326733,79.70792079207921,0.0,1631.881188118812,0.0
45,2024-11-08,710.8066680851065,79.95191489361702,0.0,1601.6170212765958,0.0
46,2024-11-09,713.9165517241379,79.76551724137931,0.0,1605.7758620689656,0.0
47,2024-11-10,712.3664957264957,79.88675213675214,0.0,1618.7179487179487,0.0
48,2024-11-11,713.4342554112552,79.87272727272726,0.0,1565.974025974026,0.0
49,2024-11-12,712.4410153846155,79.92717948717949,0.0,1560.0,0.0
50,2024-11-14,709.5610854700855,79.8371794871795,0.0,1486.4102564102564,0.0
51,2024-11-15,711.5440043859649,79.98245614035086,0.0,1518.157894736842,0.0
52,2024-11-16,712.4888055555556,79.87083333333332,0.0,1491.6666666666667,0.0
53,2024-11-17,712.674462962963,79.84398148148148,0.0,1513.3333333333333,0.0
54,2024-11-18,702.8283534883722,79.90511627906976,0.0,1483.8139534883721,0.0
55,2024-11-19,703.6599299065421,79.7233644859813,0.0,1526.9158878504672,0.0
56,2024-11-20,713.0090841121496,79.81915887850465,0.0,1577.1028037383178,0.0
57,2024-11-21,712.5672242990654,79.81915887850468,0.0,1531.6822429906542,0.0
58,2024-11-22,711.6791495327103,79.76495327102802,0.0,1544.8598130841121,0.0
59,2024-11-23,709.8593457943927,79.85981308411215,0.0,1477.8504672897195,0.0
60,2024-11-24,709.3796197183099,79.79483568075119,0.0,1482.2535211267605,0.0
61,2024-11-25,709.7208925233646,79.80887850467289,0.0,1480.0934579439252,0.0
62,2024-11-26,711.0251111111111,79.83842592592592,0.0,1486.111111111111,0.0
63,2024-11-27,712.883737327189,79.82073732718894,0.0,1512.442396313364,0.0
64,2024-11-28,712.9529029126214,79.70582524271843,0.0,1532.9126213592233,0.0
65,2024-11-29,711.7840935960592,79.86108374384237,0.0,1510.0492610837439,0.0
66,2024-11-30,714.2588046511627,79.65255813953486,0.0,1484.6511627906978,0.0
67,2024-12-01,710.6158221153847,79.41682692307691,0.0,1489.0384615384614,0.0
68,2024-12-02,713.7970845070423,79.40704225352113,0.0,1485.0704225352113,0.0
69,2024-12-03,710.0377500000001,79.51938775510203,0.0,1500.6122448979593,0.0
70,2024-12-04,716.8617850467291,79.89065420560748,0.0,1514.2990654205607,0.0
71,2024-12-05,708.6974778325124,79.4551724137931,0.0,1490.2463054187192,0.0
72,2024-12-06,712.2964345794393,79.8929906542056,0.0,1512.6168224299065,0.0
73,2024-12-07,710.3190697674419,79.91767441860466,0.0,1494.9767441860465,0.0
74,2024-12-08,710.3515092592592,79.86296296296297,0.0,1499.4444444444443,0.0
75,2024-12-09,712.8343571428572,79.56333333333332,0.0,1487.7142857142858,0.0
76,2024-12-10,711.594454954955,79.85855855855856,0.0,1486.7567567567567,0.0
77,2024-12-11,605.3440134228188,71.41275167785236,0.0,1533.4228187919464,0.0
78,2024-12-12,209.38275177304962,41.732624113475175,0.0,1674.0425531914893,0.0
