ID,time_stamp,hashrate,T1,T2,Fan_1,Fan_2
1,2024-09-18,408.094594594595,68.6891891891892,53.4324324324324,3478.90540540541,3455.35135135135
2,2024-09-19,406.633802816901,67.5492957746479,53.6478873239437,4181.19718309859,4162.38028169014
3,2024-09-20,NaN,NaN,NaN,NaN,NaN
4,2024-09-21,NaN,NaN,NaN,NaN,NaN
5,2024-09-22,NaN,NaN,NaN,NaN,NaN
6,2024-09-23,NaN,NaN,NaN,NaN,NaN
7,2024-09-24,404.794326241135,70.3404255319149,49.3191489361702,0,0
8,2024-09-25,405.682403433476,68.9227467811159,48.0729613733906,0,0
9,2024-09-26,400.5,68.2415254237288,47.7118644067797,0,0
10,2024-09-27,405.235042735043,69.4615384615385,48.5,0,0
11,2024-09-28,408.178723404255,69.3021276595745,48.3063829787234,0,0
12,2024-09-29,409.825531914894,68.2127659574468,47.3531914893617,0,0
13,2024-09-30,407.845794392523,68.981308411215,47.9065420560748,0,0
14,2024-10-01,404.421276595745,68.9829787234043,47.9829787234043,0,0
15,2024-10-02,407.24034334764,69,48.0472103004292,0,0
16,2024-10-03,404.268115942029,67.8115942028985,46.9855072463768,0,0
17,2024-10-04,392.52,66.92,46.12,0.0,0.0
18,2024-10-07,408.93283582089555,66.83582089552239,46.41044776119403,0.0,0.0
19,2024-10-08,409.21596244131456,68.16901408450704,47.610328638497656,0.0,0.0
20,2024-10-09,404.86805555555554,68.54166666666667,48.24305555555556,0.0,0.0
21,2024-10-10,408.5253456221198,68.38248847926268,47.89861751152074,0.0,0.0
22,2024-10-11,404.6880341880342,70.97435897435898,49.675213675213676,0.0,0.0
23,2024-10-12,405.5635593220339,70.13135593220339,49.28813559322034,0.0,0.0
24,2024-10-13,406.3807531380753,70.32217573221757,49.53138075313807,0.0,0.0
25,2024-10-14,404.9201680672269,70.80252100840336,49.87394957983193,6.008403361344538,6.197478991596639
26,2024-10-15,402.8151260504202,71.49579831932773,50.180672268907564,0.0,0.0
27,2024-10-16,407.1097046413502,71.78059071729957,50.51476793248945,0.0,0.0
28,2024-10-17,407.7299578059072,71.48523206751055,50.04641350210971,0.0,0.0
29,2024-10-18,407.21610169491527,73.20338983050847,51.436440677966104,0.0,0.0
30,2024-10-19,407.40084388185653,73.37974683544304,51.55696202531646,0.0,0.0
31,2024-10-20,404.5659574468085,73.6,51.82127659574468,0.0,0.0
32,2024-10-21,405.86497890295357,73.43459915611814,51.9915611814346,0.0,0.0
33,2024-10-22,404.0924369747899,73.9327731092437,52.247899159663866,0.0,0.0
34,2024-10-23,406.5397489539749,72.84518828451883,51.41841004184101,0.0,0.0
35,2024-10-24,406.15546218487395,72.15126050420169,50.96218487394958,0.0,0.0
36,2024-10-25,405.07563025210084,72.52521008403362,51.3235294117647,0.0,0.0
37,2024-10-26,409.37394957983196,72.49159663865547,51.205882352941174,0.0,0.0
38,2024-10-27,409.75,72.81048387096774,51.375,0.0,0.0
39,2024-10-28,407.5,72.0576923076923,51.0,0.0,0.0
40,2024-11-07,402.019801980198,67.43564356435644,46.51485148514851,0.0,0.0
41,2024-11-08,406.868085106383,67.7404255319149,46.719148936170214,0.0,0.0
42,2024-11-09,409.3318965517241,67.12931034482759,46.185344827586206,0.0,0.0
43,2024-11-10,404.2478632478632,66.97008547008546,46.00854700854701,0.0,0.0
44,2024-11-11,407.5930735930736,66.74458874458874,45.85281385281385,0.0,0.0
45,2024-11-12,404.825641025641,66.43589743589743,45.55897435897436,0.0,0.0
46,2024-11-14,406.72222222222223,63.452991452991455,43.042735042735046,0.0,0.0
47,2024-11-15,403.3333333333333,64.50877192982456,43.969298245614034,0.0,0.0
48,2024-11-16,403.25925925925924,63.875,43.55555555555556,0.0,0.0
49,2024-11-17,406.18518518518516,63.861111111111114,43.666666666666664,0.0,0.0
50,2024-11-18,405.26976744186044,63.67906976744186,43.48372093023256,0.0,0.0
51,2024-11-19,405.10232558139535,65.08372093023256,44.609302325581396,0.0,0.0
52,2024-11-20,406.77570093457945,66.48130841121495,46.004672897196265,0.0,0.0
53,2024-11-21,405.0233644859813,65.3177570093458,44.794392523364486,0.0,0.0
54,2024-11-22,402.05607476635515,65.01869158878505,44.58878504672897,0.0,0.0
55,2024-11-23,407.6244131455399,64.2300469483568,43.83098591549296,0.0,0.0
56,2024-11-24,405.9138755980861,63.61722488038278,43.28708133971292,0.0,0.0
57,2024-11-25,405.05607476635515,63.91121495327103,43.66822429906542,0.0,0.0
58,2024-11-26,402.75925925925924,64.69907407407408,44.532407407407405,0.0,0.0
59,2024-11-27,404.7603686635945,65.87096774193549,45.3963133640553,0.0,0.0
60,2024-11-28,404.9861111111111,66.48148148148148,45.91203703703704,0.0,0.0
61,2024-11-29,406.1666666666667,66.13235294117646,45.450980392156865,0.0,0.0
62,2024-11-30,404.446511627907,64.9906976744186,44.32093023255814,0.0,0.0
63,2024-12-01,406.31627906976746,64.43255813953489,44.074418604651164,0.0,0.0
64,2024-12-02,410.0325581395349,64.54883720930232,43.98139534883721,0.0,0.0
65,2024-12-03,406.2196261682243,64.98130841121495,44.31308411214953,0.0,0.0
66,2024-12-04,410.5233644859813,65.14018691588785,44.626168224299064,0.0,0.0
67,2024-12-05,405.9158878504673,63.799065420560744,43.41121495327103,0.0,0.0
68,2024-12-06,405.33644859813086,63.83177570093458,43.429906542056074,53.05140186915888,53.05140186915888
69,2024-12-07,406.3813953488372,63.53023255813954,43.306976744186045,0.0,0.0
70,2024-12-08,402.8240740740741,62.745370370370374,42.66203703703704,0.0,0.0
71,2024-12-09,406.1203703703704,64.21296296296296,43.925925925925924,0.0,0.0
72,2024-12-10,406.39732142857144,65.26339285714286,44.723214285714285,0.0,0.0
73,2024-12-11,406.61006289308176,64.42767295597484,43.893081761006286,0.0,0.0
74,2024-12-12,400.98581560283685,63.751773049645394,43.42553191489362,0.0,0.0
